# Source: eDiAna Digital Philological-Etymological Dictionary of the Minor Ancient Anatolian Corpus Languages (Lydian)
# URL: https://www.ediana.gwi.uni-muenchen.de/
# License: CC BY-SA 4.0
# Downloaded: 2026-03-26T08:52:56Z
# Script: pillar5/scripts/extract_glosses.py
word	translation	source	source_url
puk	or	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
pu	or	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
nãrs	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šare-(d) (kaτare-)	to be unter patronage (vel sim.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
mršla-	violator (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šat(i)-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šẽšwa-	sarcophagus (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šλẽcad	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
isa-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
τesa-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*mi-	soft	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
nãqi-	who-, whichever	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
qe(si)=k	of any/whatever kind (vel sim.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
qe(si)-	of which kind (vel sim.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
niqe(si)=k	of no kind (vel sim.)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
paλτa-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
umνo-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
anka-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ẽnar(i)-	strong (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ara-	estate	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
takto-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
šaλre-(d)	to look, walk down (vel sim.) (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
kasta-	bones (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
kud	where	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
ciw-	god	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*istup-	to strike  (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
kawe-	priest	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*qel-	to turn	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
caši-(t)	(verb of dedication)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
kot	as, like	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
lafcν	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
lafo-(d)	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
nik	neither... nor..., and not	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
nin	never (?)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
nikumẽk	never	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
*qir-, *qr-	to cut	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
išaλa-	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
aλẽλ[	(unknown)	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
aλida-	change, reform	eDiAna	https://www.ediana.gwi.uni-muenchen.de/
